	Mass	Charge	Abundance	Base Peak	Interval	Correlation	Ions	PPMError	Shift	TheorMass	Mono m/z	m/z	Intensity	resolution	Slope	Intercept	RSquare	Ratio	FWHM	FWHM Coeff
296	1499.8048	2	33599888	750.9099	750.7273-753.5430	0.9826	y14	-9.822251537497628	0	1499.8195316047002	750.9096764666	750.9102812369025	29899680.0	162982.4375	-1.194539372572158	3.664962900767681	-0.9916575612439448	2.3325847613237487	0.004607307957563848	1.2295455608379053
297	1512.7712	2	130302392	757.3931	757.2659-760.5040	0.9864	b14	-9.643336758679391	0	1512.7857883028003	757.3928764666	757.3933197004164	365108064.0	165084.671875	-1.0681651242099186	6.060642493898714	-0.9983526665487255	2.473418576817919	0.004587908199459638	1.215597076598396
298	3094.6122	4	22001268	775.1616	774.5513-776.5215	0.9822	y30	-8.916139891406246	0	3094.639792241301	774.6603264666	774.660168829211	15941911.0	166077.859375	-1.9093459415381289	3.516358768734605	-0.9913543745574444	3.4029566353745864	0.004664439749792572	1.2016811746126717
299	3173.5529	4	7909576	794.6462	793.8481-796.0873	0.9931	b29	-12.002993104402401	0	3173.5909925908004	794.3955014666001	794.4027284749516	1840781.125	129515.0625	-0.8320362587467087	0.8879337327694081	-0.4849536841610702	1.182400570078548	0.0061336705796281536	1.4064764623665178
300	1599.802	2	95251888	800.9084	800.7822-803.5549	0.9917	b15	-9.887039716520562	0	1599.8178174623004	800.9082764666	800.9088297005271	285093888.0	160224.28125	-1.0314229424193382	5.782657311708341	-0.9967618988666453	2.3151712282728107	0.004998673256339087	1.2171728029340507
301	801.4154	1	134202760	802.4227	802.3043-805.5352	0.9968	y8	-9.779953624438424	0	801.4232378821	802.4226764666	802.4229712340867	123071368.0	160275.921875	-0.887026471836182	4.840739989421191	-0.9963702365824245	2.230855686536299	0.005006509785418052	1.2161453108669034
302	827.4308	1	496387104	828.4381	828.2850-831.5956	0.9981	b7	-9.774674623032837	0	827.4388879459001	828.4380764666	828.4385305356317	768617280.0	159065.578125	-0.7603936093799818	6.579394043001195	-0.9991509444815841	1.8375816138953756	0.005208157165748406	1.209372431364719
303	1683.9249	2	61777060	843.4709	842.8653-845.5961	0.9856	y16	-9.38875995177597	0	1683.9407101151003	842.9697264666	842.9695098942095	60895576.0	153711.578125	-1.3447743080572725	4.438587647213091	-0.9772946639434225	2.488069816541052	0.005484098987056767	1.230139777081188
304	2614.3076	3	48958240	872.7774	872.2922-874.6266	0.9563	y25	-10.010950239239936	0	2614.3337719653	872.4431431332667	872.443751803462	48672092.0	158495.296875	-1.5085623367723486	4.362564876300491	-0.9915315592901219	3.0725878610128605	0.005504540317631819	1.1915326992579525
305	3563.7468	4	15751872	892.4453	891.8342-894.0688	0.9716	b33	-9.684775005957194	0	3563.7813144202005	891.9439764666	891.9425548954773	2635586.0	149265.5	0.004302074669332576	0.39494696581050304	0.0011883380614104294	0.9911846595638484	0.005975543946159543	1.2310482217776266
306	2742.4018	3	44282492	915.4755	915.0182-917.2532	0.9769	y26	-9.821713050771184	0	2742.428735348101	915.1412097999334	915.141490431211	44200960.0	148324.28125	-1.4989977704099462	4.257415051250459	-0.9906828476938319	3.1055938239480585	0.006169869711950557	1.2257121091490921
307	5571.0258	6	15705742	930.0129	929.3701-931.3086	0.9458	y55	-9.282297344263306	0	5571.077512397998	929.5115764666001	929.5113808352995	6099462.5	132524.578125	-0.5246285001133185	1.6721639726313753	-0.5164095998756116	2.541345960668327	0.007013879191213607	1.314437146541696
308	930.4566	1	159732464	931.4639	931.3610-934.6044	0.9975	y9	-9.922025163428593	0	930.4658321053998	931.4638764666	931.4642225393316	170950624.0	150637.78125	-0.9131365260031696	5.181478626469905	-0.998288715991268	1.8717127926612258	0.006183470141487706	1.2060019133040465
309	940.5135	1	246836624	941.5208	941.4120-944.6385	0.9945	b8	-10.050043730452806	0	940.5229522968001	941.5207764666001	941.5210759414767	474360800.0	149892.171875	-0.770868928657679	6.102909970087465	-0.998302992409239	1.826761884629621	0.006281322527814475	1.205673063461628
310	1884.0011	2	91983848	943.008	942.8293-946.1228	0.9806	y18	-10.253868647258633	0	1884.0204184979	943.0078264666	943.008488396761	87335592.0	146963.578125	-1.0887569741905048	4.639613891637211	-0.9948695203338188	2.460751716121772	0.006416613561182379	1.2209932023027812
311	3836.9851	4	19569880	960.5043	960.1408-962.3837	0.9863	y37	-10.637395940213452	0	3837.025915963901	960.2535514666	960.2545151490847	21811194.0	140306.296875	-0.9763953124052585	3.1983351510897284	-0.9291613370240513	2.136015777787946	0.006843987308741981	1.2517266453720715
312	3908.026	4	45260420	978.5151	977.9062-980.1202	0.9594	y38	-9.475313759306212	0	3908.0630301234014	978.0137764666	978.0131961226143	55488456.0	149352.03125	-1.8984839725381886	4.7552797828773254	-0.9841779333740185	3.956414216230185	0.006548375592465297	1.193352303547965
313	7882.2031	8	114434232	986.784	986.1820-988.0256	0.9805	y77	-10.200304693294065	0	7882.283501693396	986.2826639666	986.2833165387533	66739308.0	138012.515625	-2.533221715971949	5.332189975534407	-0.987700475828688	7.081476869595087	0.007146332432767387	1.2543216817746978
314	7922.2033	8	46213192	991.9093	991.1381-993.0309	0.9635	z78	-9.481703298602874	0	7922.278416693396	991.2826889666001	991.2804034489784	4414585.0	168488.1875	-2.4172600300787708	2.7593327206779734	-0.8929220749214727	1.7427780600229523	0.005883382201194243	1.096265190572502
315	1999.0248	2	68851712	1000.5199	1000.4135-1003.1491	0.9884	y19	-11.28670476829762	0	1999.0473626574	1000.5196764666	1000.5210656988365	56038320.0	141531.5	-1.2718676557555062	4.332098105783077	-0.9850885830993162	2.47707126374553	0.007069246533095717	1.2275653889832498
316	8010.2614	8	276428128	1002.9166	1002.1737-1004.1370	0.9202	y79	-10.071972930762351	0	8010.342079948596	1002.2899514666001	1002.2902179069713	178753728.0	141824.65625	-2.5097639174715316	6.312086255768385	-0.9984072503568476	7.322132014341927	0.00706710838868662	1.2251515265560917
317	4037.0658	4	50719864	1010.7751	1009.9982-1012.3864	0.9493	y39	-9.864578836242808	0	4037.1056243467015	1010.2737264666	1010.2738878541957	40565152.0	142129.203125	-1.6702230689859103	4.25562752814847	-0.9877283603718342	2.8214957763967643	0.007108137283832363	1.2201691437426085
318	6083.2903	6	54179504	1015.3903	1014.7891-1016.8278	0.9871	y61	-9.519518592783033	0	6083.348210546396	1014.8889931332667	1014.8890860829464	42073784.0	140642.0	-2.581156582817414	4.895023713593362	-0.9921317749349163	4.3146575996283945	0.007216116708258887	1.2268891012378986
319	3094.6084	3	266689168	1032.8777	1032.4192-1034.9854	0.9875	y30	-10.144069555298874	0	3094.639792241301	1032.5434097999332	1032.5436671589875	304750464.0	144758.0625	-1.1127220073970376	5.901623447121227	-0.9971591199506663	2.227553938668302	0.007132892284731895	1.1966226268667681
320	6211.3788	6	57042720	1036.7384	1036.1223-1038.2255	0.9516	y62	-10.363763684973694	0	6211.443173929198	1036.2370764666	1036.2374870221054	42471924.0	134639.859375	-2.7078233627800934	4.9915241003643676	-0.9972817171903686	6.237847087594182	0.007696364893964785	1.254346320582419
321	4165.1579	4	30130054	1042.5475	1042.1761-1044.4089	0.9348	y40	-10.24866116340795	0	4165.200587729501	1042.2967514666	1042.2969966626629	16082683.0	142744.234375	-1.7839374653290796	3.3811938610920427	-0.983539420636508	2.0142205105005186	0.007301850062290216	1.2040697266191607
322	3165.6438	3	69008720	1056.8903	1056.0872-1058.6761	0.9659	y31	-10.457921569476845	0	3165.6769064008013	1056.2218764666	1056.2223185984374	82611392.0	139712.828125	-1.1592143890657989	4.629877343781045	-0.9935834232656152	2.4200232119186715	0.0075599523162858265	1.2160297723984104
323	1059.4973	1	195239456	1060.5046	1060.3402-1063.6558	0.9926	y10	-10.501406523667885	0	1059.5084263287001	1060.5045764666	1060.5051437329194	186215152.0	139761.15625	-0.9554826715320391	5.296826962574254	-0.9981451271119451	2.0931862335623306	0.007587982041561848	1.2141103288251969
324	1069.5544	1	172769408	1070.5618	1070.4176-1073.6716	0.9978	b9	-10.421539976041192	0	1069.5655465201	1070.5616764666	1070.5620510234635	393561888.0	140085.65625	-0.7767457349057099	5.919210299896235	-0.99734696937339	1.8733288555883707	0.007642196065476643	1.2084262107953558
325	3252.6749	3	160371392	1085.5665	1085.0894-1087.6876	0.9905	y32	-10.463758355095552	0	3252.708935560301	1085.2322431332666	1085.2329495160325	162288816.0	138799.28125	-1.2714679345687419	5.395013875507304	-0.9961545806945149	2.737085444094082	0.007818721680275505	1.2103753423342936
326	6536.6136	6	89826112	1090.9442	1090.3357-1092.3989	0.9853	y65	-10.114755649791922	0	6536.679716918097	1090.4428764666	1090.4429318627429	76364768.0	141206.296875	-1.7502724254627904	4.987902602412588	-0.9865105630103379	4.203112959195521	0.00772233927236287	1.194673431691055
327	7686.0786	7	82347824	1099.7346	1098.9086-1100.9950	0.9589	y75	-10.89271595826195	0	7686.162323182995	1099.0185050380285	1099.019315884088	38725412.0	129925.078125	-2.3142888176838468	4.678968269286096	-0.9922063206266405	6.139959492711513	0.00845886977129026	1.2595627976851116
328	1112.5964	1	7904784	1113.6038	1113.4142-1117.7310	0.9576	a10	-10.197376069044243	0	1112.6077456796	1113.6036764665998	1113.603304438365	18570522.0	133367.515625	-0.4174315019094985	2.642913254496209	-0.5657315840648032	1.3692872417587172	0.008349884146973028	1.2323680265274408
329	7882.204	7	631904128	1127.7526	1126.8966-1129.0238	0.9563	y77	-10.08612458294811	0	7882.283501693396	1127.0364193237428	1127.0365209071977	697972096.0	129910.484375	-2.514430939922486	7.6624836859495	-0.9971829891872088	6.957360138099753	0.008675485480093281	1.2491292974638062
330	3381.717	3	192393632	1128.5806	1128.0562-1130.6914	0.994	y33	-10.210621122513675	0	3381.751529783601	1128.2462764666	1128.2466471486057	276068736.0	134446.40625	-1.3572779510085424	5.985930873257345	-0.998906899854173	2.919831105787414	0.008391794757612613	1.2204397353974858
331	7939.2218	7	2416339968	1135.8979	1135.0769-1137.1752	0.9697	y78	-10.475197697300619	0	7939.304965789096	1135.1818193237427	1135.1824224932611	2288272384.0	132752.671875	-2.41217456232385	8.787751527633706	-0.9999497198095684	6.455746459783854	0.008551107909618194	1.2282851767183969
332	1140.5904	1	547735872	1141.5978	1141.4747-1145.7444	0.998	b10	-10.749299490999862	0	1140.6026606796	1141.5976764666	1141.5983645127387	1138042752.0	136061.6875	-0.7344360737182364	6.9562163080161685	-0.9991384486538779	1.7441406946941214	0.008390299910933699	1.206022690453152
333	8010.2566	7	1508753920	1146.0458	1145.1255-1147.3378	0.9687	y79	-10.671198276285285	0	8010.342079948596	1145.3296478951713	1145.330137437333	1822475008.0	132761.8125	-2.413892311645059	8.562313801878929	-0.9999530188698652	6.313012976621684	0.008626954663166661	1.2245899097468107
334	8081.2948	7	1466390144	1156.0509	1155.3323-1157.5436	0.971	y80	-10.443032812669298	0	8081.379194108095	1155.4779621808857	1155.478142333348	1855590784.0	131027.375	-2.5098957722093465	8.65038497893881	-0.9998913668209132	7.046081759712212	0.008818601016263571	1.2317439755314306
335	3476.7118	3	35605108	1160.2455	1159.8020-1162.3711	0.995	b32	-10.781697966975202	0	3476.7492852607006	1159.9112097999332	1159.91163923657	85172216.0	132892.015625	-1.6233551715388397	4.979356090945011	-0.998197480223066	3.2686346575481977	0.008728226701818227	1.2186391393117866
336	3480.7836	3	183095536	1161.9369	1161.1420-1163.7432	0.9953	y34	-10.441238353320543	0	3480.8199440707012	1161.2684764666	1161.2687148076202	266383040.0	135124.421875	-1.1746769087338724	5.826566992311493	-0.9777350321372634	2.5052159498058097	0.00859406981131715	1.2047113188316692
337	2329.1776	2	101986472	1166.0974	1165.4609-1168.8076	0.9939	y22	-10.174886647520085	0	2329.2012993592	1165.5960764666	1165.5961648014732	141670272.0	132205.484375	-1.286373499327147	5.263505448879412	-0.9895566611805173	2.7990652358345347	0.008816549255212946	1.2208623692934217
338	8180.3602	7	1446061696	1170.3463	1169.5005-1171.5972	0.9762	y81	-10.685038200853098	0	8180.447608395196	1169.6301621808857	1169.6306424310983	1985702912.0	129950.875	-2.4984927070411915	8.704108637410428	-0.9997726929307396	7.225626611412942	0.00900055996107066	1.2335196609577774
339	1172.5798	1	177359808	1173.5872	1173.4707-1177.7698	0.9921	y11	-10.822753600272302	0	1172.5924906796001	1173.5870764666	1173.5876525636832	175216768.0	132621.265625	-0.8454342573807273	5.168972213056426	-0.9939186260868234	2.1032305756056813	0.008849166436717024	1.215537409193836
340	8251.3968	7	1205203712	1180.4944	1179.6528-1181.7889	0.9785	y82	-10.655361750310258	0	8251.484722554696	1179.7782478951715	1179.7784004170521	2137751680.0	129934.4453125	-2.474722623065182	8.765672535748061	-0.9995366814631548	6.548380604134321	0.00907979710522191	1.230075765012254
341	8350.464	7	702372480	1194.6469	1193.8152-1195.9054	0.9697	y83	-10.674363761940432	0	8350.553136841796	1193.9307050380285	1193.9308329206747	1145502592.0	130467.5546875	-2.37064421127618	8.083356319148898	-0.9998371895552861	6.098817269442934	0.00915117046364834	1.2218556717742373
342	6012.2473	5	179217584	1204.0583	1203.3512-1205.8068	0.979	y60	-10.61095905949079	0	6012.311096386897	1203.4567364666	1203.4566823449632	188079840.0	127582.8203125	-1.880577972461282	5.952225294729376	-0.9972163299680997	4.333132027595079	0.009432748699215374	1.2369215318088576
343	8421.4971	7	410250880	1204.7944	1203.9412-1206.0559	0.9509	y84	-11.060975245736877	0	8421.590251001297	1204.0782907523144	1204.0789907985907	737384512.0	130684.921875	-2.458743917035741	7.68518393389063	-0.9999629007892965	6.038509657645454	0.009213603019560979	1.2170613439892166
344	8492.5395	7	179953264	1214.9434	1213.9878-1216.2013	0.9877	y85	-10.346051583141744	0	8492.627365160797	1214.2272050380286	1214.226992450563	440304288.0	129718.9765625	-2.43474148965317	7.15839235754471	-0.9994572669236143	6.035265814210418	0.009360442277815347	1.219677527704231
345	2428.2425	2	37897960	1215.6299	1215.0109-1218.2659	0.9789	y23	-11.207011374185578	0	2428.2697136463003	1215.1285264665999	1215.1294970430517	42606312.0	136587.65625	-1.3663624208271237	4.134401788813878	-0.9735411189708068	2.0373101357557064	0.008896334635239426	1.1781492419140394
346	6083.2853	5	314827392	1218.4664	1217.5090-1220.0146	0.9589	y61	-10.341434390968134	0	6083.348210546396	1217.6643364666	1217.6639872746678	260543824.0	130052.28125	-2.023451382264506	6.381142640319292	-0.9991719809897814	4.623682240648305	0.009362880647467826	1.216446036379912
347	8563.5777	7	168042640	1225.2349	1224.1907-1226.3405	0.9565	y86	-10.133433007049964	0	8563.664479320296	1224.3755193237428	1224.3749523182728	274696960.0	126542.59375	-2.4060597474677836	6.677016885902227	-0.998656027117886	6.972164088218396	0.009675595513216456	1.2365653321982044
348	3708.8912	3	256361952	1237.9728	1237.1791-1240.1554	0.9937	y36	-10.718069872302868	0	3708.9309525811013	1237.3043431332667	1237.3043168691602	436723712.0	130244.171875	-1.248501139220469	6.3542951929711435	-0.9988043440714613	2.62300803774026	0.009499882405921744	1.208785352706928
349	1239.6573	1	264735632	1240.6647	1240.5581-1244.7878	0.9948	b11	-11.111791650260404	0	1239.6710749667	1240.6645764666	1240.6649282045628	738769536.0	130836.546875	-0.7026192472493392	6.498022131660161	-0.9994002808534721	1.7037277184416684	0.009482556348646852	1.2040450394886453
350	2485.2648	2	176743536	1244.141	1243.5314-1246.8936	0.9976	y24	-10.613541880610757	0	2485.2911777420004	1243.6396764666	1243.6396631703467	221616960.0	128758.359375	-1.157260461389622	5.625920446702999	-0.9986828169767311	2.532331558126473	0.009658710076821734	1.215993554647429
351	1243.616	1	291462304	1244.6233	1244.5166-1248.7559	0.9962	y12	-10.939623057450486	0	1243.6296048391	1244.6232764666	1244.6235100180238	301018048.0	129439.828125	-0.8222149010923019	5.672231973182053	-0.9728128688789232	1.8496822311433614	0.00961546015663812	1.2114028622727446
352	2498.274	2	61428364	1250.6456	1250.0139-1253.3429	0.983	b23	-10.892371650489176	0	2498.3012124253005	1250.1442764665999	1250.1448055389324	140050976.0	128418.375	-1.3079157707630085	5.284692826867164	-0.995604396003047	2.9215424629978135	0.009734937118920345	1.2160216377470994
353	3776.8537	3	22175636	1260.627	1259.7942-1262.9847	0.9862	b36	-10.314536906293254	0	3776.892656898701	1259.9585097999334	1259.9580464909245	79325656.0	128658.53125	-1.6920150795850164	4.946119480546929	-0.9965264812482489	3.002137269325673	0.009793039250873032	1.2113461494744668
354	7557.0406	6	219174400	1261.0154	1260.3999-1262.6210	0.9586	y74	-10.470782855570024	0	7557.119728959696	1260.5140431332666	1260.5139595153828	193963440.0	127459.390625	-2.1852743906384218	6.176267430447143	-0.9984064622630072	4.471570757560266	0.009889533861211984	1.2187518514967997
355	3836.9848	3	83053360	1280.6707	1279.8905-1282.8555	0.9921	y37	-10.715581494928934	0	3837.025915963901	1280.0022097999333	1280.0022345485572	116966464.0	125243.765625	-1.3764812906652886	5.11890297917236	-0.9903632374999364	3.00122015239227	0.010220087428392165	1.2267906608115255
356	7686.0816	6	137258688	1282.5222	1281.8838-1284.3060	0.9675	y75	-10.50240413885598	0	7686.162323182995	1282.0208764666	1282.0208027435522	137403456.0	121899.6015625	-2.5662828718165525	6.039617574934041	-0.9878778978485271	5.711567604626787	0.010517022092859247	1.2484679683890096
357	2585.3089	2	14503949	1294.1631	1293.5052-1296.8147	0.9964	b24	-9.415260055777779	0	2585.3332415848004	1293.6617264666	1293.6600257602736	30307154.0	127937.03125	-1.5409564330139718	3.9603844228243044	-0.9026852238972001	3.5009231424919416	0.010111693331638673	1.2052418172894777
358	3908.0198	3	90040056	1304.0149	1303.5305-1306.5083	0.9787	y38	-11.061777424814736	0	3908.0630301234014	1303.6805431332666	1303.68107396859	107135928.0	126074.5625	-1.340653525832052	5.0208946666132395	-0.9989001346810252	2.89543766843382	0.010340556002076865	1.213954312520899
359	2614.306	2	132874856	1308.6616	1308.0281-1311.3135	0.9966	y25	-10.622960846764746	0	2614.3337719653	1308.1602764666	1308.1602196667218	215107328.0	126124.65625	-1.0537588936380182	5.520464193893171	-0.9981032273750641	2.109099423544109	0.010371962616680842	1.2122458649096
360	1310.6935	1	136953968	1311.7008	1311.5984-1315.8319	0.9946	b12	-11.207014896103859	0	1310.7081891262	1311.7007764666	1311.701181015976	357077152.0	132076.796875	-1.2315748802636544	6.140531428520534	-0.988453194376578	2.2349319091888096	0.00993135215307648	1.1744908100802394
361	7882.1982	6	911620864	1315.5425	1314.5386-1316.9921	0.9765	y77	-10.821951960720334	0	7882.283501693396	1314.7069764665998	1314.7071310284439	1072360128.0	123393.3828125	-2.2276110191801535	7.910110910086363	-0.9997281729818064	5.4470232097308235	0.010654599955543657	1.228021554218321
362	7939.2159	6	1639106432	1325.0454	1324.1080-1326.5150	0.9666	y78	-11.218335796357653	0	7939.304965789096	1324.2099264665999	1324.2102715593192	1860554112.0	122742.609375	-2.1008488015590454	8.391125757437395	-0.9995624514737446	5.288443841463391	0.010788513282405678	1.2294022283534196
363	8010.2539	6	748318976	1336.718	1335.8760-1338.3926	0.973	y79	-11.008262533099359	0	8010.342079948596	1336.0495931332666	1336.0497506176	1098686080.0	124288.828125	-2.0738373101160095	7.844606616054554	-0.9998148484991329	4.828895323837934	0.010749556261596621	1.2155730053547231
364	4037.0604	3	80052088	1347.3625	1346.5542-1349.4764	0.94	y39	-11.202170790102718	0	4037.1056243467015	1346.6940764665999	1346.6943290204654	90625216.0	129359.8125	-1.3703444348587106	4.855913469715965	-0.9925158239925217	2.319529893644536	0.01041045362539054	1.180470083439526
365	8081.2888	6	776966400	1348.7242	1347.7426-1350.2090	0.9784	y80	-11.185480339915365	0	8081.379194108095	1347.8887431332666	1347.8889452260496	1048560960.0	122717.640625	-2.017464208817361	7.755937365623603	-0.9999834386688176	4.849831541061511	0.010983660852353921	1.2223249042452253
366	8180.3533	6	401681216	1365.235	1364.2931-1366.7100	0.9744	y81	-11.52851282848022	0	8180.447608395196	1364.3994931332666	1364.3999499060287	618573504.0	121208.578125	-2.2255723651119643	7.369660530077376	-0.9996128031973397	5.6248666709884985	0.01125662862325594	1.227455761368391
367	1371.7085	1	194349136	1372.7158	1372.5754-1376.9073	0.9977	y13	-11.713883582942692	0	1371.7245682219	1372.7157764666	1372.716761748964	187685808.0	123242.9296875	-0.8584197885720408	5.237052172569262	-0.9980831710767979	1.935896738824973	0.011138300308420798	1.2114550444745376
368	8251.3898	6	466896896	1376.9073	1376.0986-1378.5297	0.9625	y82	-11.503693927484775	0	8251.484722554696	1376.2389097999335	1376.2392528615671	709718528.0	121970.03125	-2.102188837248309	7.43195726948705	-0.9999305673488198	5.163551752203404	0.011283421335202512	1.21882638063115
369	1381.7296	1	133712544	1382.7369	1382.5634-1386.8481	0.9972	b13	-11.364819307105183	0	1381.7453032857002	1382.7368764665998	1382.737250624144	356782752.0	123953.40625	-0.818827336312842	5.858596032951548	-0.9920209640397986	1.8003874403868945	0.01115529853076663	1.2038989854298348
370	8350.4594	6	199540848	1393.4189	1392.6447-1395.0287	0.9518	y83	-11.225225474311893	0	8350.553136841796	1392.7505097999333	1392.7505608271824	270584064.0	121161.65625	-2.1072785203763784	6.447698786306201	-0.9984192471119707	4.6712135176938405	0.011494977899224471	1.2193829825327585
371	8421.4958	6	120409744	1405.4254	1404.3643-1406.8975	0.9414	y84	-11.215340390698243	0	8421.590251001297	1404.5899097999334	1404.5896864075582	161647232.0	123572.625	-2.1783139014626784	5.993961950595277	-0.998515080927339	4.382929395499003	0.011366511688228345	1.2000804573092192
372	7028.7773	5	70741112	1407.3644	1406.6570-1409.3646	0.9709	y69	-12.526746057523463	0	7028.865348811297	1406.7627364665998	1406.7641971417029	25710670.0	128752.703125	-2.083787608754541	4.100154831869075	-0.981171326300129	2.4104223571661545	0.01092609446635028	1.1670734112550898
373	2855.4812	2	33487462	1429.2493	1428.6351-1432.3728	0.9507	y27	-11.066208144484182	0	2855.512799699001	1428.7478764666	1428.7477879706562	39590720.0	129866.8046875	-1.3836167708966196	4.022021655423001	-0.9619165979465762	1.7377001916608905	0.011001639652324306	1.1544062988250738
374	2926.5176	2	36895636	1464.7675	1464.1600-1467.8843	0.9692	y28	-11.04162220088443	0	2926.549913858501	1464.2660764666	1464.265627554454	21519158.0	125120.9609375	-1.403308823942253	3.459261115405935	-0.955196338964072	2.1629189280929704	0.011702800366805679	1.17376419084304
375	5884.1806	4	37659416	1472.5538	1471.9453-1474.7059	0.9334	y58	-12.222135517893573	0	5884.252518131698	1472.0524264665999	1472.0547333505947	15728032.0	124620.640625	-1.7472478987802287	3.4380241203862596	-0.929369509369669	2.814832024924213	0.011812286680343766	1.1748234789584346
376	5941.2075	4	119458952	1487.0612	1486.2067-1488.9646	0.9792	y59	-11.189894220577033	0	5941.273982227397	1486.3091514666	1486.3090322686758	66155320.0	116558.0859375	-1.7530200846247581	4.815475829376643	-0.9988050827180504	3.8450665221561886	0.012751659572255283	1.2244481436673331
377	1499.8016	1	49001668	1500.8092	1500.6671-1505.9639	0.9847	y14	-11.955841567796195	0	1499.8195316047002	1500.8088764666	1500.8097222530623	35005736.0	111817.921875	-1.1191174460672777	3.757053088132162	-0.9469894993618114	2.9798701781639494	0.013421906766705972	1.254740939767154
378	7557.0317	5	87931456	1513.4161	1512.2744-1514.9216	0.9516	y74	-11.648480221752543	0	7557.119728959696	1512.4136164666	1512.414041231048	44634856.0	111424.3359375	-2.393548761324196	4.8213658293494035	-0.9920893822131575	4.534018421829989	0.013573462462270265	1.2544681210436313
379	1512.7676	1	125910440	1513.7753	1513.6742-1518.8967	0.9945	b14	-12.023052398422857	0	1512.7857883028003	1513.7748764665998	1513.7756336396649	264206080.0	117454.0546875	-0.8184355100747173	5.55961810621451	-0.9998077135410878	1.8810520091651768	0.012888236491002706	1.2107994630329562
380	6083.2753	4	113766000	1522.5781	1521.6923-1525.0763	0.9625	y61	-11.985265987188827	0	6083.348210546396	1521.8261014666	1521.8272121702846	97163272.0	115582.3203125	-1.3983624221089956	4.962464988969757	-0.9947689712071763	2.878742256595873	0.013166608942057222	1.2216722977071206
381	3094.6033	2	425470560	1548.8103	1548.1914-1552.0410	0.988	y30	-11.792080419969807	0	3094.639792241301	1548.3089264666	1548.3093252456713	371049440.0	117204.0390625	-1.0501041351352056	6.062901090730597	-0.99908491263496	2.221049941710642	0.013210375151150063	1.2034361564172786
382	7882.1914	5	126327176	1578.2477	1577.3202-1580.1642	0.9622	y77	-11.684646127791483	0	7882.283501693396	1577.4455564665998	1577.4453958808717	50239980.0	119603.015625	-2.5760731546058144	5.077297237652263	-0.9950102470289198	4.505346169632188	0.013189010223845447	1.1799344093178417
383	3165.6407	2	33518362	1584.329	1583.6750-1587.5436	0.9794	y31	-11.437175009281757	0	3165.6769064008013	1583.8276264666	1583.8275903804638	51449132.0	114693.53125	-1.2905714866466385	4.248622169679123	-0.9703047742022723	2.4875903754740087	0.013809214635899214	1.2117345279540792
384	7939.2092	5	143479488	1589.8517	1588.6692-1591.5576	0.9687	y78	-12.062238383395242	0	7939.304965789096	1588.8491164666	1588.8491668741249	98862456.0	115527.796875	-2.0640795064557858	5.4164754468824245	-0.9985690166551965	3.8827884880734413	0.013752959978915246	1.204622491854411
385	1599.7992	1	16182057	1600.8068	1600.6003-1606.0353	0.9984	b15	-11.637239001349595	0	1599.8178174623004	1600.8064764665999	1600.806509329245	39928836.0	112418.2109375	-1.1656889078218746	3.896426116000077	-0.980964974935704	2.3118395395235596	0.01423974368547129	1.2236703910292293
386	8010.2443	5	70578088	1604.0587	1602.9346-1605.7726	0.958	y79	-12.206713223918145	0	8010.342079948596	1603.0561364666	1603.0562524418085	43615236.0	106688.5703125	-2.870889528294009	5.108439178476445	-0.9965853589829465	6.07627962505344	0.015025566916365257	1.2665007136962223
387	1612.8871	1	20869652	1614.8967	1613.6116-1619.0248	0.9697	y15	-10.227490125022161	0	1612.9035959556002	1613.8943764665999	1613.8919795731385	11921288.0	106995.7421875	-1.4427418039162183	2.8396901403506227	-0.7190359956762358	1.8292223963196552	0.015083702833192597	1.2612398761841521
388	1616.829	1	8916393	1617.8365	1617.6652-1622.9738	0.9638	c15	-9.504042762654025	0	1616.8443665580003	1617.8362764665999	1617.8333066974972	2461208.0	57355.33203125	-0.8949674996564954	1.0386236473814083	-0.24189904273496732	0.8456830524824477	0.028207199738919168	1.90965507674934
389	8081.2811	5	64203772	1618.4666	1617.1527-1619.9806	0.9452	y80	-12.138287999989943	0	8081.379194108095	1617.2634964666	1617.263720455268	38332972.0	121286.625	-2.3663125705931702	4.66523178664726	-0.9923967199449113	3.700909968003646	0.013334229726115868	1.1593151870093434
390	3252.6692	2	90312920	1627.8433	1627.1151-1630.9734	0.9862	y32	-12.216143863016486	0	3252.708935560301	1627.3418764665998	1627.3429455854562	76185280.0	114771.71875	-1.1875560089475599	4.566905068355586	-0.9965009768021226	2.2241274651221157	0.014178954217198704	1.2002886060907956
391	1683.9194	1	22627070	1684.927	1684.8232-1690.0438	0.9344	y16	-12.654908199719744	0	1683.9407101151003	1684.9266764666	1684.9290859375658	15439527.0	117530.2890625	-0.5993751881211066	2.554826177297035	-0.6625716893968703	1.3371320390995038	0.014336126451978331	1.167816403507522
392	3381.7121	2	95910768	1692.866	1691.7426-1695.4768	0.9892	y33	-11.659574410995049	0	3381.751529783601	1691.8633264666	1691.8630107054814	102554328.0	109298.234375	-1.0826209917257132	4.798795121463479	-0.9866574578891186	2.193724935520126	0.015479326087745701	1.2240587585007916
393	1698.8653	1	28506490	1699.8729	1699.7450-1705.0286	0.9589	b16	-12.320865876290435	0	1698.8862317494004	1699.8725764665999	1699.8734054858878	43300040.0	111191.171875	-0.9943026127669895	3.8754062262404236	-0.9658055067365902	2.326331188776698	0.015287845040403644	1.2082238123273399
